OBJECTID,SSAMPLENO,LONGITUDE,LATITUDE,SIO2,AL2O3,FE2O3,TIO2,CAO,MGO,MNO,NA2O,K2O,P2O5,BA,GA,SC,V,TH,PB,NI,CO,RB,SR,Y,ZR,NB,CR,CU,ZN,LA,CE,PR,ND,SM,EU,TB,GD,DY,HO,ER,TM,YB,LU,HF,TA,U,TREE
2195,57F3/C2/SS/13,77.133,14.292,51.11,13.27,9.18,1.19,4.53,2.95,0.07,0.98,1.41,0.17,569.1,16.2,14.5,131.2,32.4,16.5,30.5,10.3,78,305,64.6,637.8,26.5,53,28.7,77.3,213.14,291.06,37.6,129.6,19.86,3.83,2.35,16.27,13.41,2.42,6.95,1.04,6.64,1.04,23.21,2.75,6,728.94
2197,57F3/C4/SS/13,77.045,14.388,56.05,18.5,5.82,0.68,3.6,1.03,0.07,0.99,2.46,0.1,599.9,14.6,12.7,75.4,19.4,18.7,39.8,13.5,94.9,208.7,29.9,984,12.9,89.1,36.4,29.6,62.69,128.17,12.29,43.71,7.97,1.45,1.04,6.79,6.41,1.22,3.74,0.59,4.18,0.71,36.86,1.22,4.66,274.17
2881,57A12/A1/C1,76.5417,15.2083,0,16.2,3.47,0.28,1.01,0.69,0.09,2.56,4.07,0.04,901,12.9,6.9,26.9,24.5,37.6,11.1,4.5,197,116,26.8,164,7.1,33.1,11.2,46.7,56,111.87,9.96,32.21,5.11,0.81,0.61,3.93,3.37,0.61,1.81,0.28,1.77,0.28,5.05,1.57,6.03,224.69
2883,57A12/B1/C3,76.625,15.2083,0,12.05,8.89,0.76,14.27,4.45,0.13,0.69,0.11,0.06,80.1,6.8,30.7,143.2,2,6.4,76.4,32.7,27.8,94.2,15.9,35.6,2.5,122,61.8,36.4,2.91,7.91,1.02,4.64,1.31,0.49,0.32,1.77,2.25,0.46,1.43,0.22,1.42,0.23,2,0.1,0.95,24.61
2880,57B09/C1/C/S/13,76.7338,14.9727,51.2,15.88,10.8,0.84,3.86,3.22,0.09,0.49,1.15,0.08,237.2,15.1,18.8,127,5.5,17.2,61.5,23.1,72,94.9,32.3,157.2,5.1,113.4,40.2,50.3,28.88,55.5,5.47,18.87,3.7,0.91,0.6,3.67,4.18,0.87,2.79,0.51,3.85,0.69,12.08,2.12,6.23,126.82
2878,57B09/C2/C/S/13,76.7436,14.9022,60.18,15.4,6.95,0.62,3.24,1.68,0.43,1.49,2.17,0.07,481.7,13.5,13.8,83,10.8,19.2,46.1,15.7,106.7,134.9,19.6,206.5,5.3,89.9,49.5,42.7,35.32,78.54,7.7,27.64,5.48,1.11,0.82,5.09,4.95,0.91,2.74,0.45,2.85,0.46,9.67,1.54,4.85,168.97
2876,57B09/C3/C/S/13,76.6908,14.7759,58.92,17.67,4.04,0.47,3.55,1.06,0.07,2.61,2.95,0.04,559,15.4,11.4,52.5,32.2,18.2,27.4,10.1,122,213.9,29.5,335.2,5.1,47.6,22.3,34.9,32.47,63.53,7.14,25.46,6.08,0.79,1.82,8.62,14.02,3.09,9.8,1.61,9.71,1.47,8.93,2.76,8.79,176.99
2343,57E/4/C7/SS/10,77.0056,15.2078,47.33,12.44,5.83,0.71,11.34,2.32,0.13,0.51,1.22,0.09,0.09,20,19,107,6,63,63,30,50,202,20,208,10,107,33,49,26.05,52.64,5.78,21.65,4.17,1.47,0.62,3.76,3.65,0.74,1.94,0.31,2.02,0.29,6.04,0.59,2.03,121.33
2641,57B/13/A1/C/14-15,76.7917,14.9583,67.6,10.13,1.88,0.38,5.65,1.28,0.04,1.93,3.54,0.11,586,15,9,32,30,23,14,7,155,153,15,459,8,48,11,21,18.65,37.23,4,14.49,2.91,0.63,0.52,3.27,3.12,0.59,1.82,0.32,1.9,0.42,17.1,1.8,3.46,86.6
2649,57B/13/C3/C/14-15,76.9583,14.7917,52.23,17.07,11.34,0.9,2.35,1.25,0.75,0.52,1.44,0.08,417,20,19,174,11,20,73,26,87,81,25,151,11,156,54,30,19.37,38.69,4.42,18,3.79,1.03,0.76,4.89,4.83,1.04,2.88,0.49,2.82,0.54,6.3,1.16,1.24,98.66
2646,57B/13/B3/C/14-15,76.875,14.7917,60.56,10.53,3.1,0.47,6.46,2.95,0.06,2.43,2.05,0.03,600,16,12,72,18,22,31,12,129,383,15,207,8,70,14,22,20.26,38.17,4.14,14.94,2.98,0.59,0.42,2.76,2.57,0.47,1.52,0.23,1.58,0.28,7.06,0.56,1.75,88.15
2643,57B/13/A3/C/14-15,76.7917,14.7917,55.53,11.03,5.34,0.67,6.87,2.61,0.05,1.11,1.99,0.05,399,16,15,102,37,25,53,11,149,297,26,191,17,133,35,71,32.21,65.46,6.87,24.42,4.74,1.11,0.71,4.42,4.05,0.8,2.37,0.38,2.3,0.47,15.68,0.7,2.79,145.89
7581,57B/14/C1/C/14-15,76.9901,14.7017,60.05,16.84,5.32,0.68,2.33,2.25,0.07,1,2.83,0.04,407.2,11.6,10,84.5,13.8,4.6,27.3,13.4,64.4,154.2,2.5,531.6,14.9,88,21,11.6,39.17,95.3,8.48,30.14,5.13,1.03,0.62,4.12,3.67,0.65,2.12,0.31,2.26,0.32,16.87,0.79,2.71,189.2
7587,57B/14/C3/C/14-15,76.955,14.5666,51.88,19.48,7.23,0.93,3.19,1.62,0.08,0.52,2.44,0.08,449.5,13.9,10.1,87.4,13,1,30.7,18.9,67.6,145.8,2.5,495.5,18.8,105.8,32.6,15.4,118.04,200.24,20.15,68.81,10.61,2.06,1.17,7.77,6.72,1.14,3.35,0.49,3.2,0.52,21.07,1.83,4.44,436.5
7579,57B/14/A1/C/14-15,76.7808,14.725,64.04,16.32,3.77,0.56,1.6,1.1,0.05,1.61,3.56,0.05,417.7,10.2,8,41.9,23.9,1,13.8,11.5,105.8,117.1,2.5,476.3,19.9,63.6,14,23,74.09,184.94,16.06,56.01,10.54,1.48,1.36,9.06,8.03,1.34,3.75,0.6,3.27,0.57,20.66,1.77,7.76,362.04
7580,57B/14/B1/C/14-15,76.851,14.7466,51.6,12.53,5.39,0.63,6.5,4.06,0.04,0.67,2.23,0.06,404.6,9.5,9.2,52.4,30.7,1,29.2,13,53.3,210.1,2.5,364.3,14.3,79.6,8.8,30.1,140.17,229.08,24.24,82.76,11.96,1.38,1.1,8.01,5.31,0.84,2.27,0.31,2.02,0.36,14.85,0.79,3.66,501.8
2898,57A/7/C3/C/13,76.4583,15.2917,53.21,19.91,8.74,0.94,1.89,1.66,0.12,1.14,1.79,0.14,762.2,14.5,13.3,124,15.1,25.6,48.5,20.3,88.7,166.1,28.5,260.9,10.4,69.3,81.3,71.3,93.47,171.6,19.72,67.54,10.33,2.64,0.97,7,5.05,0.88,2.14,0.32,1.98,0.31,8.4,0.91,3.96,376.95
2895,57A/7/C/C2/13,76.4583,15.375,51.51,18.25,5.83,0.66,5.8,1.24,0.06,1.01,2.53,0.06,504.8,16.3,12.8,69.8,42.2,15.4,25.4,9,126.6,117.1,45.8,379.9,20.9,43.1,23.5,47.3,283.99,263.76,46.19,141,17.56,2.86,1.39,11.41,6.44,0.94,2.32,0.32,2.08,0.32,14.2,0.45,1.64,769.17
2136,57B1/C/B3/12,76.1267,14.7588,47.92,19.58,9.04,0.92,2.63,2.19,0.1,1.56,1.43,0.07,461,24,17,144,9,12,52,21,61,501,19,317,10,95,26,79,93.41,241.29,27.01,108.65,19.72,5.29,2.06,14.36,10.16,1.83,5.24,0.79,4.71,0.75,21.8,2.01,2.37,520.91
